item_name,reason,keep_item_code,delete_item_code,status,reference_count_before,draft_repoints,draft_repoint_failures,submitted_reference_count,error
AAMCHOOR POWDER,mixed-margin-delete-default-7,SANSHRAY_FOODS_RAW_MATERIAL_09109100_AAMCHOOR_POWDER,SANSHRAY_FOODS_GROCERY_09109100_AAMCHOOR_POWDER,blocked_by_history,3,2,1,0,"DELETE /api/resource/Item/SANSHRAY_FOODS_GROCERY_09109100_AAMCHOOR_POWDER failed: HTTP 417: {""exception"":""frappe.exceptions.LinkExistsError: You can disable this Item instead of deleting it."",""exc_type"":""LinkExistsError"",""exc"":""[\""Traceback (most recent call last):\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 132, in delete_doc\\n    check_if_doc_is_linked(doc)\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 319, in check_if_doc_is_linked\\n    raise_link_exists_exception(doc, linked_parent_doctype, reference_docname)\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 384, in raise_link_exists_exception\\n    frappe.throw(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 609, in throw\\n    msgprint(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 574, in msgprint\\n    _raise_exception()\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkExistsError: Cannot delete or cancel because Item <a href=\\\""http://frontend:8080/app/item/SANSHRAY_FOODS_GROCERY_09109100_AAMCHOOR_POWDER\\\"">SANSHRAY_FOODS_GROCERY_09109100_AAMCHOOR_POWDER</a> is linked with Sales Order <a href=\\\""http://frontend:8080/app/sales-order/SAL-ORD-2026-00017\\\"">SAL-ORD-2026-00017</a> \\n\\nDuring handling of the above exception, another exception occurred:\\n\\nTraceback (most recent call last):\\n  File \\\""apps/frappe/frappe/app.py\\\"", line 120, in application\\n    response = frappe.api.handle(request)\\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\""apps/frappe/frappe/api/__init__.py\\\"", line 52, in handle\\n    data = endpoint(**arguments)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\""apps/frappe/frappe/api/v1.py\\\"", line 68, in delete_doc\\n    frappe.delete_doc(doctype, name, ignore_missing=False)\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 1370, in delete_doc\\n    return frappe.model.delete_doc.delete_doc(\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 136, in delete_doc\\n    frappe.throw(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 609, in throw\\n    msgprint(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 574, in msgprint\\n    _raise_exception()\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkExistsError: You can disable this Item instead of deleting it.\\n\""]"",""_server_messages"":""[\""{\\\""message\\\"": \\\""Cannot delete or cancel because Item <a href=\\\\\\\""http://frontend:8080/app/item/SANSHRAY_FOODS_GROCERY_09109100_AAMCHOOR_POWDER\\\\\\\"">SANSHRAY_FOODS_GROCERY_09109100_AAMCHOOR_POWDER</a> is linked with Sales Order <a href=\\\\\\\""http://frontend:8080/app/sales-order/SAL-ORD-2026-00017\\\\\\\"">SAL-ORD-2026-00017</a> \\\"", \\\""title\\\"": \\\""Message\\\"", \\\""indicator\\\"": \\\""red\\\"", \\\""raise_exception\\\"": 1, \\\""__frappe_exc_id\\\"": \\\""d8de887c7626423b51c259d36d351a7a6579eaf3432372ad008f24d1\\\""}\"", \""{\\\""message\\\"": \\\""You can disable this Item instead of deleting it.\\\"", \\\""title\\\"": \\\""Message\\\"", \\\""indicator\\\"": \\\""red\\\"", \\\""raise_exception\\\"": 1, \\\""__frappe_exc_id\\\"": \\\""071a51e171c521856a11ba966e77e65aeeac2bf0805e05ec76666d64\\\""}\""]""}"
ALMOND FLAKES (BADAM KATRI),mixed-margin-delete-default-7,SANSHRAY_FOODS_RAW_MATERIAL_08021100_ALMOND_FLAKES_BADAM_KATRI,SANSHRAY_FOODS_GROCERY_08021100_ALMOND_FLAKES_BADAM_KATRI,repointed_then_deleted,6,6,0,0,
AMBEMOHAR RICE,mixed-margin-delete-default-7,SANSHRAY_FOODS_RAW_MATERIAL_11010000_AMBEMOHAR_RICE,SANSHRAY_FOODS_GROCERY_11010000_AMBEMOHAR_RICE,blocked_by_history,7,6,1,0,"DELETE /api/resource/Item/SANSHRAY_FOODS_GROCERY_11010000_AMBEMOHAR_RICE failed: HTTP 417: {""exception"":""frappe.exceptions.LinkExistsError: You can disable this Item instead of deleting it."",""exc_type"":""LinkExistsError"",""exc"":""[\""Traceback (most recent call last):\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 132, in delete_doc\\n    check_if_doc_is_linked(doc)\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 319, in check_if_doc_is_linked\\n    raise_link_exists_exception(doc, linked_parent_doctype, reference_docname)\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 384, in raise_link_exists_exception\\n    frappe.throw(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 609, in throw\\n    msgprint(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 574, in msgprint\\n    _raise_exception()\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkExistsError: Cannot delete or cancel because Item <a href=\\\""http://frontend:8080/app/item/SANSHRAY_FOODS_GROCERY_11010000_AMBEMOHAR_RICE\\\"">SANSHRAY_FOODS_GROCERY_11010000_AMBEMOHAR_RICE</a> is linked with Sales Order <a href=\\\""http://frontend:8080/app/sales-order/SAL-ORD-2026-00017\\\"">SAL-ORD-2026-00017</a> \\n\\nDuring handling of the above exception, another exception occurred:\\n\\nTraceback (most recent call last):\\n  File \\\""apps/frappe/frappe/app.py\\\"", line 120, in application\\n    response = frappe.api.handle(request)\\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\""apps/frappe/frappe/api/__init__.py\\\"", line 52, in handle\\n    data = endpoint(**arguments)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\""apps/frappe/frappe/api/v1.py\\\"", line 68, in delete_doc\\n    frappe.delete_doc(doctype, name, ignore_missing=False)\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 1370, in delete_doc\\n    return frappe.model.delete_doc.delete_doc(\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 136, in delete_doc\\n    frappe.throw(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 609, in throw\\n    msgprint(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 574, in msgprint\\n    _raise_exception()\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkExistsError: You can disable this Item instead of deleting it.\\n\""]"",""_server_messages"":""[\""{\\\""message\\\"": \\\""Cannot delete or cancel because Item <a href=\\\\\\\""http://frontend:8080/app/item/SANSHRAY_FOODS_GROCERY_11010000_AMBEMOHAR_RICE\\\\\\\"">SANSHRAY_FOODS_GROCERY_11010000_AMBEMOHAR_RICE</a> is linked with Sales Order <a href=\\\\\\\""http://frontend:8080/app/sales-order/SAL-ORD-2026-00017\\\\\\\"">SAL-ORD-2026-00017</a> \\\"", \\\""title\\\"": \\\""Message\\\"", \\\""indicator\\\"": \\\""red\\\"", \\\""raise_exception\\\"": 1, \\\""__frappe_exc_id\\\"": \\\""e464f9cd0a409588ffb0b14d5f39807e93d3294da3cd13aa02b8f9fd\\\""}\"", \""{\\\""message\\\"": \\\""You can disable this Item instead of deleting it.\\\"", \\\""title\\\"": \\\""Message\\\"", \\\""indicator\\\"": \\\""red\\\"", \\\""raise_exception\\\"": 1, \\\""__frappe_exc_id\\\"": \\\""ef9cab45c2871db495b458b40aa017a09617d154ed9107c4bdfcd4aa\\\""}\""]""}"
BADISHEP (FENNEL SEEDS),mixed-margin-delete-default-7,SANSHRAY_FOODS_RAW_MATERIAL_09096139_BADISHEP_FENNEL_SEEDS,SANSHRAY_FOODS_GROCERY_09096139_BADISHEP_FENNEL_SEEDS,blocked_by_history,7,6,1,0,"DELETE /api/resource/Item/SANSHRAY_FOODS_GROCERY_09096139_BADISHEP_FENNEL_SEEDS failed: HTTP 417: {""exception"":""frappe.exceptions.LinkExistsError: You can disable this Item instead of deleting it."",""exc_type"":""LinkExistsError"",""exc"":""[\""Traceback (most recent call last):\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 132, in delete_doc\\n    check_if_doc_is_linked(doc)\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 319, in check_if_doc_is_linked\\n    raise_link_exists_exception(doc, linked_parent_doctype, reference_docname)\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 384, in raise_link_exists_exception\\n    frappe.throw(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 609, in throw\\n    msgprint(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 574, in msgprint\\n    _raise_exception()\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkExistsError: Cannot delete or cancel because Item <a href=\\\""http://frontend:8080/app/item/SANSHRAY_FOODS_GROCERY_09096139_BADISHEP_FENNEL_SEEDS\\\"">SANSHRAY_FOODS_GROCERY_09096139_BADISHEP_FENNEL_SEEDS</a> is linked with Sales Order <a href=\\\""http://frontend:8080/app/sales-order/SAL-ORD-2026-00017\\\"">SAL-ORD-2026-00017</a> \\n\\nDuring handling of the above exception, another exception occurred:\\n\\nTraceback (most recent call last):\\n  File \\\""apps/frappe/frappe/app.py\\\"", line 120, in application\\n    response = frappe.api.handle(request)\\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\""apps/frappe/frappe/api/__init__.py\\\"", line 52, in handle\\n    data = endpoint(**arguments)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\""apps/frappe/frappe/api/v1.py\\\"", line 68, in delete_doc\\n    frappe.delete_doc(doctype, name, ignore_missing=False)\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 1370, in delete_doc\\n    return frappe.model.delete_doc.delete_doc(\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 136, in delete_doc\\n    frappe.throw(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 609, in throw\\n    msgprint(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 574, in msgprint\\n    _raise_exception()\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkExistsError: You can disable this Item instead of deleting it.\\n\""]"",""_server_messages"":""[\""{\\\""message\\\"": \\\""Cannot delete or cancel because Item <a href=\\\\\\\""http://frontend:8080/app/item/SANSHRAY_FOODS_GROCERY_09096139_BADISHEP_FENNEL_SEEDS\\\\\\\"">SANSHRAY_FOODS_GROCERY_09096139_BADISHEP_FENNEL_SEEDS</a> is linked with Sales Order <a href=\\\\\\\""http://frontend:8080/app/sales-order/SAL-ORD-2026-00017\\\\\\\"">SAL-ORD-2026-00017</a> \\\"", \\\""title\\\"": \\\""Message\\\"", \\\""indicator\\\"": \\\""red\\\"", \\\""raise_exception\\\"": 1, \\\""__frappe_exc_id\\\"": \\\""c97baaa817e48aa426702adee82f1efd8a16bd07071fbf7f0bef937a\\\""}\"", \""{\\\""message\\\"": \\\""You can disable this Item instead of deleting it.\\\"", \\\""title\\\"": \\\""Message\\\"", \\\""indicator\\\"": \\\""red\\\"", \\\""raise_exception\\\"": 1, \\\""__frappe_exc_id\\\"": \\\""f480445358879fbfbd0f6a7b4494591f81b15bf21819e7a01967f845\\\""}\""]""}"
BLACK SALT 1KG,mixed-margin-delete-default-7,SANSHRAY_FOODS_RAW_MATERIAL_25010010_BLACK_SALT_1KG,SANSHRAY_FOODS_GROCERY_25010010_BLACK_SALT_1KG,repointed_then_deleted,6,6,0,0,
BROWN CHANA LOOSE,mixed-margin-delete-default-7,SANSHRAY_FOODS_RAW_MATERIAL_07132000_BROWN_CHANA_LOOSE,SANSHRAY_FOODS_GROCERY_07132000_BROWN_CHANA_LOOSE,blocked_by_history,7,6,1,0,"DELETE /api/resource/Item/SANSHRAY_FOODS_GROCERY_07132000_BROWN_CHANA_LOOSE failed: HTTP 417: {""exception"":""frappe.exceptions.LinkExistsError: You can disable this Item instead of deleting it."",""exc_type"":""LinkExistsError"",""exc"":""[\""Traceback (most recent call last):\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 132, in delete_doc\\n    check_if_doc_is_linked(doc)\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 319, in check_if_doc_is_linked\\n    raise_link_exists_exception(doc, linked_parent_doctype, reference_docname)\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 384, in raise_link_exists_exception\\n    frappe.throw(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 609, in throw\\n    msgprint(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 574, in msgprint\\n    _raise_exception()\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkExistsError: Cannot delete or cancel because Item <a href=\\\""http://frontend:8080/app/item/SANSHRAY_FOODS_GROCERY_07132000_BROWN_CHANA_LOOSE\\\"">SANSHRAY_FOODS_GROCERY_07132000_BROWN_CHANA_LOOSE</a> is linked with Sales Order <a href=\\\""http://frontend:8080/app/sales-order/SAL-ORD-2026-00017\\\"">SAL-ORD-2026-00017</a> \\n\\nDuring handling of the above exception, another exception occurred:\\n\\nTraceback (most recent call last):\\n  File \\\""apps/frappe/frappe/app.py\\\"", line 120, in application\\n    response = frappe.api.handle(request)\\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\""apps/frappe/frappe/api/__init__.py\\\"", line 52, in handle\\n    data = endpoint(**arguments)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\""apps/frappe/frappe/api/v1.py\\\"", line 68, in delete_doc\\n    frappe.delete_doc(doctype, name, ignore_missing=False)\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 1370, in delete_doc\\n    return frappe.model.delete_doc.delete_doc(\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 136, in delete_doc\\n    frappe.throw(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 609, in throw\\n    msgprint(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 574, in msgprint\\n    _raise_exception()\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkExistsError: You can disable this Item instead of deleting it.\\n\""]"",""_server_messages"":""[\""{\\\""message\\\"": \\\""Cannot delete or cancel because Item <a href=\\\\\\\""http://frontend:8080/app/item/SANSHRAY_FOODS_GROCERY_07132000_BROWN_CHANA_LOOSE\\\\\\\"">SANSHRAY_FOODS_GROCERY_07132000_BROWN_CHANA_LOOSE</a> is linked with Sales Order <a href=\\\\\\\""http://frontend:8080/app/sales-order/SAL-ORD-2026-00017\\\\\\\"">SAL-ORD-2026-00017</a> \\\"", \\\""title\\\"": \\\""Message\\\"", \\\""indicator\\\"": \\\""red\\\"", \\\""raise_exception\\\"": 1, \\\""__frappe_exc_id\\\"": \\\""4b27c8a5e3c464f2cb51dc4cc80673801e87aab3b58b0369d21f7262\\\""}\"", \""{\\\""message\\\"": \\\""You can disable this Item instead of deleting it.\\\"", \\\""title\\\"": \\\""Message\\\"", \\\""indicator\\\"": \\\""red\\\"", \\\""raise_exception\\\"": 1, \\\""__frappe_exc_id\\\"": \\\""4ac3e472c2a9431a00d81233de9488eef1d62da63833551ae730adf6\\\""}\""]""}"
CHANA DAL LOOSE,mixed-margin-delete-default-7,SANSHRAY_FOODS_RAW_MATERIAL_07132000_CHANA_DAL_LOOSE,SANSHRAY_FOODS_GROCERY_07132000_CHANA_DAL_LOOSE,blocked_by_history,7,6,1,0,"DELETE /api/resource/Item/SANSHRAY_FOODS_GROCERY_07132000_CHANA_DAL_LOOSE failed: HTTP 417: {""exception"":""frappe.exceptions.LinkExistsError: You can disable this Item instead of deleting it."",""exc_type"":""LinkExistsError"",""exc"":""[\""Traceback (most recent call last):\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 132, in delete_doc\\n    check_if_doc_is_linked(doc)\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 319, in check_if_doc_is_linked\\n    raise_link_exists_exception(doc, linked_parent_doctype, reference_docname)\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 384, in raise_link_exists_exception\\n    frappe.throw(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 609, in throw\\n    msgprint(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 574, in msgprint\\n    _raise_exception()\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkExistsError: Cannot delete or cancel because Item <a href=\\\""http://frontend:8080/app/item/SANSHRAY_FOODS_GROCERY_07132000_CHANA_DAL_LOOSE\\\"">SANSHRAY_FOODS_GROCERY_07132000_CHANA_DAL_LOOSE</a> is linked with Sales Order <a href=\\\""http://frontend:8080/app/sales-order/SAL-ORD-2026-00017\\\"">SAL-ORD-2026-00017</a> \\n\\nDuring handling of the above exception, another exception occurred:\\n\\nTraceback (most recent call last):\\n  File \\\""apps/frappe/frappe/app.py\\\"", line 120, in application\\n    response = frappe.api.handle(request)\\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\""apps/frappe/frappe/api/__init__.py\\\"", line 52, in handle\\n    data = endpoint(**arguments)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\""apps/frappe/frappe/api/v1.py\\\"", line 68, in delete_doc\\n    frappe.delete_doc(doctype, name, ignore_missing=False)\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 1370, in delete_doc\\n    return frappe.model.delete_doc.delete_doc(\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 136, in delete_doc\\n    frappe.throw(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 609, in throw\\n    msgprint(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 574, in msgprint\\n    _raise_exception()\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkExistsError: You can disable this Item instead of deleting it.\\n\""]"",""_server_messages"":""[\""{\\\""message\\\"": \\\""Cannot delete or cancel because Item <a href=\\\\\\\""http://frontend:8080/app/item/SANSHRAY_FOODS_GROCERY_07132000_CHANA_DAL_LOOSE\\\\\\\"">SANSHRAY_FOODS_GROCERY_07132000_CHANA_DAL_LOOSE</a> is linked with Sales Order <a href=\\\\\\\""http://frontend:8080/app/sales-order/SAL-ORD-2026-00017\\\\\\\"">SAL-ORD-2026-00017</a> \\\"", \\\""title\\\"": \\\""Message\\\"", \\\""indicator\\\"": \\\""red\\\"", \\\""raise_exception\\\"": 1, \\\""__frappe_exc_id\\\"": \\\""e1eb85280e9d35babe796f66e25ec5a7c89435f420ad5f261b3be0fe\\\""}\"", \""{\\\""message\\\"": \\\""You can disable this Item instead of deleting it.\\\"", \\\""title\\\"": \\\""Message\\\"", \\\""indicator\\\"": \\\""red\\\"", \\\""raise_exception\\\"": 1, \\\""__frappe_exc_id\\\"": \\\""4b7898365e335df695e8e4ec927a326e433d6018da11ed6679034010\\\""}\""]""}"
CHAWLI DAAL,mixed-margin-delete-default-7,SANSHRAY_FOODS_RAW_MATERIAL_07132000_CHAWLI_DAAL,SANSHRAY_FOODS_GROCERY_07132000_CHAWLI_DAAL,repointed_then_deleted,6,6,0,0,
CHAWLI LOOSE,mixed-margin-delete-default-7,SANSHRAY_FOODS_RAW_MATERIAL_07132000_CHAWLI_LOOSE,SANSHRAY_FOODS_GROCERY_07132000_CHAWLI_LOOSE,blocked_by_history,7,6,1,0,"DELETE /api/resource/Item/SANSHRAY_FOODS_GROCERY_07132000_CHAWLI_LOOSE failed: HTTP 417: {""exception"":""frappe.exceptions.LinkExistsError: You can disable this Item instead of deleting it."",""exc_type"":""LinkExistsError"",""exc"":""[\""Traceback (most recent call last):\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 132, in delete_doc\\n    check_if_doc_is_linked(doc)\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 319, in check_if_doc_is_linked\\n    raise_link_exists_exception(doc, linked_parent_doctype, reference_docname)\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 384, in raise_link_exists_exception\\n    frappe.throw(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 609, in throw\\n    msgprint(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 574, in msgprint\\n    _raise_exception()\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkExistsError: Cannot delete or cancel because Item <a href=\\\""http://frontend:8080/app/item/SANSHRAY_FOODS_GROCERY_07132000_CHAWLI_LOOSE\\\"">SANSHRAY_FOODS_GROCERY_07132000_CHAWLI_LOOSE</a> is linked with Sales Order <a href=\\\""http://frontend:8080/app/sales-order/SAL-ORD-2026-00017\\\"">SAL-ORD-2026-00017</a> \\n\\nDuring handling of the above exception, another exception occurred:\\n\\nTraceback (most recent call last):\\n  File \\\""apps/frappe/frappe/app.py\\\"", line 120, in application\\n    response = frappe.api.handle(request)\\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\""apps/frappe/frappe/api/__init__.py\\\"", line 52, in handle\\n    data = endpoint(**arguments)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\""apps/frappe/frappe/api/v1.py\\\"", line 68, in delete_doc\\n    frappe.delete_doc(doctype, name, ignore_missing=False)\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 1370, in delete_doc\\n    return frappe.model.delete_doc.delete_doc(\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\""apps/frappe/frappe/model/delete_doc.py\\\"", line 136, in delete_doc\\n    frappe.throw(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 609, in throw\\n    msgprint(\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 574, in msgprint\\n    _raise_exception()\\n  File \\\""apps/frappe/frappe/__init__.py\\\"", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkExistsError: You can disable this Item instead of deleting it.\\n\""]"",""_server_messages"":""[\""{\\\""message\\\"": \\\""Cannot delete or cancel because Item <a href=\\\\\\\""http://frontend:8080/app/item/SANSHRAY_FOODS_GROCERY_07132000_CHAWLI_LOOSE\\\\\\\"">SANSHRAY_FOODS_GROCERY_07132000_CHAWLI_LOOSE</a> is linked with Sales Order <a href=\\\\\\\""http://frontend:8080/app/sales-order/SAL-ORD-2026-00017\\\\\\\"">SAL-ORD-2026-00017</a> \\\"", \\\""title\\\"": \\\""Message\\\"", \\\""indicator\\\"": \\\""red\\\"", \\\""raise_exception\\\"": 1, \\\""__frappe_exc_id\\\"": \\\""c80213b140ca666e4242ff8d201993dbc643b4b73315b3a60f36cc50\\\""}\"", \""{\\\""message\\\"": \\\""You can disable this Item instead of deleting it.\\\"", \\\""title\\\"": \\\""Message\\\"", \\\""indicator\\\"": \\\""red\\\"", \\\""raise_exception\\\"": 1, \\\""__frappe_exc_id\\\"": \\\""4e940800de13f883ad7ea3c448f06ef66cdd3fa3ce9ef0954dade26c\\\""}\""]""}"
